id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
21302,the OCEAN HAVEN - pet-friendly,81292,Laurel,,Surf Coast,-38.46329,144.09163,Entire home/apt,1229.0,2,51,2023-01-18,0.41,3,332,0,
27561,Executive residence peaceful locale,119103,Lynn,,Surf Coast,-38.34221,144.30398,Entire home/apt,500.0,5,2,2022-04-18,0.03,2,64,0,
70449,Otway foothills retreat,357052,Craig And Tim,,Colac Otway,-38.32982,143.82842,Entire home/apt,277.0,1,60,2024-07-14,0.5,1,341,7,
84516,Sea-Lit - luxury plus stunning ocean views,462049,David,,Moyne,-38.39149,142.22084,Entire home/apt,401.0,2,163,2024-12-24,1.25,1,292,22,
195168,Historic House with Sea Views,899909,Tony,,Surf Coast,-38.54025,143.97139,Entire home/apt,900.0,2,34,2024-12-25,0.21,1,346,6,
403682,"Satis Beach House, Great Ocean Road
Linen provided",246509,Fiona,,Surf Coast,-38.465721,144.099136,Entire home/apt,550.0,2,187,2024-04-02,1.18,1,153,2,
479888,Riverbank Cottage Allenvale,2377195,Charles,,Surf Coast,-38.54855,143.95517,Entire home/apt,600.0,2,75,2023-05-22,0.69,6,69,0,
488344,"Seahaven,  a room with a view",2416415,Lise,,Surf Coast,-38.46413,144.09497,Entire home/apt,130.0,2,327,2024-12-09,3.13,2,251,44,
488599,Stunning City Townhouse,2417695,Darren And Yolanda,,Greater Geelong,-38.15406,144.35685,Entire home/apt,389.0,1,279,2024-01-28,2.03,5,315,1,
606687,Beach House - A Perfect Sea View,3005560,John & Suzy,,Queenscliffe,-38.2825,144.61339,Entire home/apt,393.0,2,391,2024-12-25,2.61,1,179,31,
675196,Self-contained downstairs apartment in Geelong,3429566,Jo,,Greater Geelong,-38.12033,144.35596,Entire home/apt,140.0,1,283,2024-12-13,2.13,1,257,36,
697087,Magic Apartment + Views@83 GREAT OCEAN ROAD Lorne,3570625,Kim,,Surf Coast,-38.527565,143.982712,Entire home/apt,1050.0,3,165,2024-12-25,1.12,4,77,15,
765554,Fairhaven Retreat-Great Ocean Road,4036595,Irene,,Surf Coast,-38.46616,144.08272,Entire home/apt,230.0,2,147,2024-11-18,1.01,1,30,8,
785467,Beachside Entertainer - Apollo Bay,4140800,Stuart,,Colac Otway,-38.77916,143.66466,Entire home/apt,282.0,1,281,2024-12-05,1.93,1,311,43,
841336,Sweet Dreams at Lara,4393951,Janita,,Greater Geelong,-38.01528,144.40169,Private room,200.0,1,22,2022-12-18,0.17,1,358,0,
847397,Ultimate Beachfront Retreat -Incredible Views,459921,Lorraine,,Surf Coast,-38.5301,143.98119,Entire home/apt,395.0,2,71,2024-12-14,0.49,3,166,8,
850562,Beach House Apartment Eastern Beach,2417695,Darren And Yolanda,,Greater Geelong,-38.1471,144.37349,Entire home/apt,339.0,1,167,2024-09-30,1.25,5,327,4,
853375,Point Lonsdale Beach House,4456031,Fiona,,Queenscliffe,-38.27055,144.61555,Entire home/apt,210.0,3,76,2024-11-10,0.62,1,303,10,
855501,Nanna's House,4069063,Deborah,,Surf Coast,-38.39517,143.88749,Entire home/apt,221.0,2,132,2024-12-19,0.91,1,275,10,
858408,AWESOME STUDIO - Stunning Sea Views,459921,Lorraine,,Surf Coast,-38.53829,143.97,Entire home/apt,395.0,2,83,2024-12-26,0.58,3,160,3,
859859,Dazzling Views - Supreme Position!,459921,Lorraine,,Surf Coast,-38.53829,143.97,Entire home/apt,479.0,2,125,2024-11-03,0.87,3,142,7,
890837,Bells Beach Views,4731549,Marian,,Surf Coast,-38.35578,144.28283,Private room,250.0,1,233,2024-09-29,1.61,1,338,8,
902612,Forrest River Valley Bed and Breakfast Studio,4824121,Carol,,Colac Otway,-38.51378,143.72836,Entire home/apt,240.0,2,24,2023-01-07,0.17,3,126,0,
911101,Wilkin cottage,4888844,Sharon,,Glenelg,-37.70711,141.21131,Entire home/apt,175.0,2,215,2024-11-19,1.52,1,337,18,
921687,Grampians Historic Tobacco Kiln,4955998,Karen,,Southern Grampians,-37.66715,142.2236,Entire home/apt,233.0,2,172,2024-11-12,1.22,4,201,13,
943123,WWW(WarmWarrnamboolWelcome),5102281,Helen (Sophie),,Warrnambool,-38.38613,142.5142,Private room,160.0,1,303,2024-12-20,2.1,1,318,26,
1037178,Great Ocean Road Hinterland Queen Room 1,5709920,Lisa,,Colac Otway,-38.57084,143.36134,Entire home/apt,200.0,2,119,2024-11-11,0.83,3,300,6,
1113236,"Family Beach House, Ocean Grove - Brisa Del Mar",6109815,Dale,,Greater Geelong,-38.270938873291016,144.51719665527344,Entire home/apt,262.0,2,30,2024-11-24,0.23,1,341,4,
1124773,Bellamboathouse at Fairhaven,6154547,Chris,,Surf Coast,-38.46346,144.09438,Entire home/apt,264.0,2,81,2024-04-01,0.6,1,30,4,
1168873,Airey's Inlet Beach-house,6401049,Alison,,Surf Coast,-38.45819,144.11411,Entire home/apt,414.0,2,100,2024-12-04,0.72,1,155,10,
1180734,Lorne Penthouse - stunning water views,4549647,Zora,,Surf Coast,-38.54783,143.9852,Entire home/apt,550.0,3,50,2024-01-21,0.41,1,283,1,
1247085,Seagrape Cottage,5732565,Christine,,Greater Geelong,-38.26207,144.52366,Entire home/apt,254.0,3,191,2024-11-11,1.36,1,210,6,
1285297,Fisheye9 - Ocean views and sounds!,6398917,Tanja,,Colac Otway,-38.72303,143.71179,Entire home/apt,341.0,1,270,2024-12-09,1.95,1,102,35,
1289208,Hopkins River Homestead,4647935,Lisa,,Warrnambool,-38.39359,142.59388,Entire home/apt,295.0,1,35,2024-05-03,0.27,2,331,4,
1332982,Anglesea Holiday Home - Sleeps 8!,7230673,Belinda,,Surf Coast,-38.40787,144.1956,Entire home/apt,330.0,2,374,2024-12-20,2.74,1,137,34,
1341747,Airey's on Hartley- Great Ocean Rd,7277677,Tim,,Surf Coast,-38.45555,144.11513,Entire home/apt,329.0,2,230,2024-11-04,1.67,1,291,8,
1384375,La Perouse - Small hotel by the sea,81292,Laurel,,Surf Coast,-38.54131,143.97026,Private room,579.0,2,58,2024-09-02,0.49,3,78,2,
1434583,Golfview Lorne,7710444,Brook,,Surf Coast,-38.52946,143.9739,Entire home/apt,771.0,2,142,2024-12-07,1.09,1,303,17,
1500112,Workers Playtime House Barwon Heads,8016448,Glenn,,Greater Geelong,-38.27656,144.49008,Entire home/apt,921.0,2,8,2021-04-16,0.07,1,331,0,
1504804,"4 Bed, 2 Living Room Home overlooking Tree Tops",8040161,Claire,,Surf Coast,-38.40489,144.18174,Entire home/apt,650.0,7,24,2024-01-27,0.18,1,16,3,
1532875,South Geelong Studio Apartment,901220,Carlo,,Greater Geelong,-38.16312,144.36001,Entire home/apt,163.0,1,852,2024-12-26,8.77,1,332,87,
1544720,Casa Belvedere,5285153,Bianca,,Warrnambool,-38.39272529278881,142.50583168119192,Entire home/apt,770.0,3,11,2024-05-03,0.5,1,360,5,
1625193,"Barrabool Hills Retreat B&B, Vic.Q.2.",8641535,Lorelle,,Surf Coast,-38.19125,144.20375,Private room,95.0,1,194,2024-12-20,1.76,3,345,18,
1641677,Jindibah Bird Haven,8716182,Leanne,,Surf Coast,-38.45318,144.11095,Entire home/apt,240.0,2,78,2024-06-10,0.58,1,195,8,
1673242,Ocean views and walk to the beach,57682242,Lana,,Colac Otway,-38.63268,143.88839,Entire home/apt,400.0,2,18,2020-03-08,0.17,1,36,0,
1693627,The Farmhouse - Historic Ocean View Homestead,8946631,Holly,,Corangamite,-38.590476,142.9875729,Entire home/apt,1345.0,1,23,2024-12-27,1.86,2,20,20,
1773818,Great Ocean Road Hinterland Queen Room 2,5709920,Lisa,,Colac Otway,-38.5725,143.36169,Entire home/apt,200.0,2,89,2024-04-26,0.65,3,298,2,
1848144,Captain's Quarters Apollo Bay,9653994,Heather,,Colac Otway,-38.76064,143.66796,Entire home/apt,310.0,2,913,2024-11-05,6.77,1,95,52,
1862897,Lonsdale Palms Heritage House - an elegant getaway,9692808,Susanne,,Queenscliffe,-38.27217,144.6203,Entire home/apt,713.0,2,17,2024-11-04,0.2,4,323,3,
1873599,Ruby cottage It's all here enjoy!,9692808,Susanne,,Queenscliffe,-38.2724,144.62351,Entire home/apt,554.0,2,26,2024-01-17,0.22,4,333,3,
1881674,Secluded luxury  Jade cottage,9692808,Susanne,,Queenscliffe,-38.27132,144.62256,Entire home/apt,351.0,1,56,2024-12-07,0.48,4,332,7,
1899302,"Two minutes to beach, river, cafes!",2066864,Christine,,Greater Geelong,-38.28331,144.49102,Entire home/apt,590.0,2,96,2024-09-29,0.72,1,310,4,
1966742,Traditional Farm Cottage by River,10158581,Ivy,,Glenelg,-37.70146,141.24917,Entire home/apt,180.0,2,68,2024-11-20,0.57,1,318,9,
2012468,Great Ocean Road: Wonderful Views,10353886,Jeremy,,Colac Otway,-38.63374,143.88637,Entire home/apt,421.0,2,271,2024-11-04,2.03,1,348,14,
2051277,SALT - steps from the beach and main st,10512132,Elizabeth,,Colac Otway,-38.75543,143.66827,Entire home/apt,600.0,2,214,2024-11-11,1.61,1,316,11,
2072393,Cocoon on the Great Ocean Road,5140385,Lisa,,Colac Otway,-38.68293,143.83572,Entire home/apt,200.0,3,383,2024-12-17,2.88,1,297,37,
2084690,"Ocean Grove, 4Bdrm home!!",10647271,Natalie,,Greater Geelong,-38.25785,144.51573,Entire home/apt,330.0,2,62,2024-04-01,0.47,1,28,3,
2088619,Bird Rock B&B - Self-contained room near the beach,10661100,Linda,,Surf Coast,-38.34886,144.30055,Private room,106.0,1,273,2024-12-12,2.04,1,289,27,
2105771,"Killala Retreat, Apollo Bay",8229302,Mark,,Colac Otway,-38.73448,143.6096,Entire home/apt,440.0,2,249,2024-12-01,2.0,1,232,15,
2120809,Seacroft Room 7 - Twin beds - AMAZING LOCATION,10814850,Sam,,Colac Otway,-38.69521,143.80223,Private room,295.0,1,129,2024-12-11,0.96,27,62,13,
2121859,Seacroft Room 16 - Queen bed - AMAZING LOCATION,10814850,Sam,,Colac Otway,-38.69515,143.80206,Private room,331.0,1,163,2024-10-28,1.23,27,71,6,
2121891,Seacroft Room 14 - bunk bed - stunning location,10814850,Sam,,Colac Otway,-38.6951,143.802,Private room,331.0,1,125,2024-03-31,0.94,27,74,5,
2121917,Seacroft Room 13 - King - Amazing location,10814850,Sam,,Colac Otway,-38.69513,143.80211,Private room,331.0,1,375,2024-11-14,2.81,27,64,19,
2126154,Room 6 - stunning ocean views with farm and beach,10814850,Sam,,Colac Otway,-38.69494,143.80212,Private room,331.0,1,251,2024-11-22,1.88,27,68,39,
2136259,Keely Shae. Nice house in good position.,10902275,Darren,,Moyne,-38.38002,142.23015,Entire home/apt,384.0,2,146,2024-11-17,1.39,1,289,35,
2142372,Seacroft Room 2 - double and upper single - views,10814850,Sam,,Colac Otway,-38.6951,143.80196,Private room,366.0,1,188,2024-12-11,1.41,27,63,12,
2142455,"Quiet, secluded - 3km from GPO",5038885,Robyn & Robert,,Warrnambool,-38.38577,142.45556,Entire home/apt,160.0,2,171,2024-03-01,1.28,1,15,3,
2156217,Lawson's Cottage,11004106,Noel And Joan,,Greater Geelong,-38.15818,144.35889,Entire home/apt,286.0,2,83,2024-08-04,0.64,1,327,7,
2160502,Ocean Grove Bright & Breezy!,4755363,Lori,,Greater Geelong,-38.26353,144.5168,Private room,150.0,2,141,2024-03-10,1.06,2,351,2,
2161648,Cosy self-contained bungalow,11030818,Virginia And Daniel,,Moyne,-38.37866,142.23117,Private room,79.0,2,447,2024-12-05,3.35,1,141,20,
2209882,BYRON@Portarlington,11272538,Belinda,,Greater Geelong,-38.12123,144.68975,Entire home/apt,390.0,2,17,2022-02-05,0.13,1,259,0,
2210140,Garland Cottage B and B,11273845,Rosie,,Southern Grampians,-37.74969,142.01989,Private room,164.0,2,112,2024-09-29,0.86,1,349,11,
2224983,Entire Seacroft Historic Ocean Front Guesthouse,10814850,Sam,,Colac Otway,-38.69511,143.80196,Private room,5995.0,2,141,2023-09-21,1.06,27,322,0,
2228443,Anglesea beach house - 4BR Sleeps 8,11372818,Robin,,Surf Coast,-38.41108,144.17754,Entire home/apt,300.0,3,135,2024-03-31,1.02,1,345,2,
2279363,Stable Door- The Spirit or Avalon - 10 minutes,6358765,Lorraine,,Greater Geelong,-38.02493,144.38209,Entire home/apt,174.0,1,270,2024-11-23,2.16,1,144,26,
2306213,Bed of Roses,11778616,Emily,,Colac Otway,-38.75958,143.66696,Entire home/apt,695.0,1,208,2024-09-28,1.57,1,35,16,
2332908,Nestled In The Bay 1 BEDRM Cottage,11915742,Melissa,,Colac Otway,-38.75233,143.6617,Entire home/apt,297.0,2,833,2024-12-09,6.29,1,62,75,
2333182,Otways Loft: Rare 3 Storey Cabin /Tree House.,7120658,Fleur,,Colac Otway,-38.519981384277344,143.71595764160156,Entire home/apt,414.0,2,161,2024-11-17,1.24,4,306,23,
2374635,Sommarhus Port Fairy,8861699,Andrea,,Moyne,-38.37894,142.22364,Entire home/apt,500.0,3,180,2024-11-30,1.69,1,166,19,
2406449,Seafarers Getaway Beach View Lodge,12300572,Warrick,,Colac Otway,-38.72908,143.69869,Entire home/apt,640.0,1,201,2024-12-07,1.52,8,24,10,
2406979,Seafarers Getaway Beach Studio Unit,12300572,Warrick,,Colac Otway,-38.72873,143.69428,Entire home/apt,440.0,1,232,2024-11-29,1.78,8,22,8,
2412626,Surfers Palace Torquay 1 min walk to beach,12330560,Bindy,,Surf Coast,-38.32072,144.3335,Entire home/apt,486.0,2,125,2024-11-23,0.96,2,66,8,
2415024,Chianti Cottages - Casa Giuliana,11181664,Calina,,Surf Coast,-38.35112,144.2899,Entire home/apt,493.0,1,276,2024-12-17,2.1,2,354,29,
2431526,Riders Palace Forrest on the Mt Bike Trails,12330560,Bindy,,Colac Otway,-38.5209,143.71773,Entire home/apt,474.0,2,59,2024-09-28,0.47,2,75,7,
2455054,Seafarers Getaway Beach View Lodge #2,12300572,Warrick,,Colac Otway,-38.72854,143.69873,Entire home/apt,640.0,1,145,2024-10-20,1.11,8,24,4,
2489742,Beach Retreat,2650414,Nereo,,Surf Coast,-38.46128,144.09277,Entire home/apt,439.0,2,196,2024-06-10,1.52,1,302,14,
2489908,"Kiss Me Too Beach Shack 
A happy place",2192322,Sara,,Surf Coast,-38.40864,144.18246,Entire home/apt,450.0,2,41,2024-11-05,0.75,1,353,6,
2489952,Studio apartment,12745318,Fay,,Greater Geelong,-38.26583,144.53609,Private room,140.0,1,346,2024-12-17,2.64,1,301,49,
2521462,Seaside Cottage - Kookaburra Wellness Retreat,7282388,"Mike, Lesley & Ebony",,Colac Otway,-38.71569,143.73016,Entire home/apt,516.0,1,93,2024-11-17,0.92,8,177,17,
2547671,Beach house in seaside village,13045850,Vicki,,Queenscliffe,-38.27679,144.61561,Entire home/apt,302.0,3,137,2024-11-24,1.05,1,147,6,
2620100,"Ocean Grove 12 bed house walk to Beach, Park & Pub",13417918,Andy,,Greater Geelong,-38.26796722412109,144.54624938964844,Entire home/apt,471.0,2,65,2024-12-24,0.5,1,80,4,
2645437,Daysy Hill Country Cottages - Spa Suite,13546459,Lauren,,Corangamite,-38.6079,143.0044,Private room,369.0,1,68,2024-04-29,0.56,9,224,4,
2646156,Daysy Hill Country Cottages - Gumnut Cottage,13546459,Lauren,,Corangamite,-38.6079,143.0044,Entire home/apt,456.0,1,33,2024-01-26,0.28,9,207,1,
2678111,balinese inspired pavilion set in a secret garden,13712146,Toni,,Moyne,-38.37847,142.23159,Entire home/apt,170.0,2,161,2024-12-22,1.33,1,326,33,
2723415,The Shack,2416415,Lise,,Surf Coast,-38.45105,144.11452,Entire home/apt,393.0,2,5,2024-06-10,0.05,2,336,1,
2747998,Southern Ocean Villa 9,14059282,Christie,,Corangamite,-38.61935,142.99998,Entire home/apt,347.0,1,375,2024-12-07,3.01,1,342,42,
2788189,Murahnyi Break By The Sea,11466342,Cate,,Surf Coast,-38.30111,144.33915,Private room,140.0,2,161,2024-11-05,1.24,1,350,5,
2795485,Split Point Cottage,14299990,David,,Surf Coast,-38.45118713378906,144.10536193847656,Entire home/apt,340.0,2,99,2024-12-07,0.77,1,334,1,
2819087,#1 dog friendly OPPOSITE the BEACH,367737,Elizabeth,,Surf Coast,-38.33577,144.32396,Entire home/apt,441.0,2,26,2024-06-10,0.24,1,296,5,
2860771,Moggs beach house - Great Ocean Rd,470109,Theo,,Surf Coast,-38.46678,144.06243,Entire home/apt,249.0,2,272,2024-12-27,2.17,1,130,16,
2882780,Ocean Grove Bright & Breezy (Entire House),4755363,Lori,,Greater Geelong,-38.26293563842773,144.5177459716797,Entire home/apt,600.0,3,7,2024-01-28,0.06,2,350,2,
2888648,Surf Cottage - Luxury beach getaway,14761863,Stewart,,Greater Geelong,-38.269615,144.517853,Entire home/apt,225.0,2,95,2024-12-22,0.73,1,302,9,
2890561,Scully Mill Studios - Monet Suite (Unit for Two),14773690,Peter,,Colac Otway,-38.62878,143.89395,Entire home/apt,200.0,2,197,2024-11-17,1.53,3,328,19,
2909300,Bushland Retreat-experience nature,14863289,Helen,,Glenelg,-38.34893,141.49628,Entire home/apt,158.0,2,78,2024-11-30,0.63,1,127,5,
2980097,South Beach Haven - Luxury suite,1787580,Julia,,Surf Coast,-38.29776,144.3397,Entire home/apt,225.0,2,26,2024-09-29,0.24,2,356,1,
3013455,1960's Theme House /Lorne 30 min. /Pet Friendly),12940467,Arnie,,Colac Otway,-38.33862,143.78134,Entire home/apt,320.0,2,91,2024-08-19,0.73,1,336,5,
3033662,South Beach Haven Luxury Studio,1787580,Julia,,Surf Coast,-38.29558,144.33965,Entire home/apt,250.0,2,164,2024-11-10,1.33,2,275,11,
3135310,The Joneses Pet friendly 3 bedroom family home.,10800241,Leanne,,Warrnambool,-38.36928,142.47803,Entire home/apt,477.0,2,71,2024-12-17,0.65,1,67,10,
3210536,One Bedroom Unit HARBOUR VIEWS,16266564,Leigh,,Glenelg,-38.34398,141.60617,Entire home/apt,206.0,1,105,2024-10-28,0.85,1,311,12,
3265095,Lorne Surfdogz -Luxury pet friendly,16311219,Steve,,Surf Coast,-38.52975,143.97779,Entire home/apt,209.0,2,358,2024-12-17,2.83,1,287,36,
3292011,Bellbrae - 7 minutes to Bells Beach,16631392,Mike,,Surf Coast,-38.33259,144.21051,Entire home/apt,650.0,2,17,2023-04-09,0.16,1,241,0,
3293889,Butlers Bend Holiday Villa,16357093,John,,Surf Coast,-38.46155,144.10313,Entire home/apt,440.0,2,70,2024-12-22,0.55,1,66,10,
3426146,Otway Fields - Near Brae Restaurant & Forrest,17271764,Ami,,Colac Otway,-38.466324,143.670319,Entire home/apt,307.0,1,63,2024-03-10,0.52,1,40,4,
3434581,Periton Lodge: 1950s Beach House w/ Stunning Views,17310889,Jen,,Colac Otway,-38.62817,143.89762,Entire home/apt,603.0,3,31,2023-01-27,0.25,2,56,0,
3457520,3 - 4 bedroom in prime location WALK everywhere!,17424188,Hannah,,Surf Coast,-38.33498,144.31934,Entire home/apt,850.0,1,101,2024-12-08,0.81,2,350,51,
3468854,Queenscliff - Book your beach holiday today!,17477637,Glenys,,Queenscliffe,-38.26682,144.65404,Entire home/apt,326.0,1,559,2024-12-19,4.39,1,305,57,
3515238,Cape Otway Retreat,17019721,Geoffrey,,Colac Otway,-38.8326,143.51453,Entire home/apt,189.0,2,29,2024-11-03,0.23,2,159,5,
3554227,Eighty Nine West Anglesea,17895331,Megan,,Surf Coast,-38.40449,144.19722,Entire home/apt,550.0,2,62,2024-03-31,0.49,1,329,3,
3566168,The Long House with Permaculture garden,9000700,Leigh,,Greater Geelong,-38.17465,144.34971,Entire home/apt,213.0,1,829,2024-12-25,8.63,4,28,61,
3629170,A Treehouse by the Seaside,18110185,Diarmuid,,Surf Coast,-38.53387,143.96831,Entire home/apt,311.0,2,122,2024-01-06,1.18,1,0,2,
3707303,Garden Cottage -  short walk to beach,18908758,Michelle,,Colac Otway,-38.75228,143.66934,Hotel room,636.0,1,697,2024-12-27,5.82,5,318,149,
3741314,Seafarers Getaway Top Lodge,12300572,Warrick,,Colac Otway,-38.72844,143.69739,Entire home/apt,640.0,1,356,2024-12-21,2.82,8,15,27,
3763484,"100Hitchcock. Accessible, Centre of Barwon Heads",19276773,Grant And Kerry,,Greater Geelong,-38.27706,144.49286,Entire home/apt,579.0,2,47,2024-02-18,0.38,1,31,1,
3776429,Anglesea Beach Bungalow,19365812,Chris,,Surf Coast,-38.41277,144.18449,Entire home/apt,295.0,6,44,2024-12-25,0.36,1,8,5,
3824522,Chardonnay Suite at rear homestead,16850161,Jennifer,,Southern Grampians,-37.77958,142.06978,Entire home/apt,123.0,1,94,2023-05-24,0.79,2,145,0,
3824622,Pinot Suite at Rear Homestead,16850161,Jennifer,,Southern Grampians,-37.77987,142.06923,Entire home/apt,123.0,1,68,2024-11-04,0.55,2,98,10,
3844168,"""76MAIN""   -  Pet Friendly Cottage",19815049,Graeme,,Colac Otway,-38.33493,143.78143,Entire home/apt,220.0,2,206,2024-11-27,1.65,1,333,14,
3852887,The Gallery Bed and Breakfast,19814649,Penny,,Surf Coast,-38.32448,144.3244,Private room,180.0,1,3,2023-01-04,0.07,1,328,0,
3860971,"Lorne Holiday House, has Foxtel with Sport.",136202,Joyce,,Surf Coast,-38.52703,143.97588,Entire home/apt,626.0,2,74,2024-09-15,0.67,1,329,7,
3871383,Chianti Cottages - Casa Gian,11181664,Calina,,Surf Coast,-38.35011,144.29005,Entire home/apt,350.0,1,84,2024-03-02,0.67,2,341,3,
3898985,Perfect 3BD in Amazing Location with WIFI,3578710,Steven,,Surf Coast,-38.54285,143.96931,Entire home/apt,595.0,2,88,2024-12-25,0.71,2,338,6,
3964558,Lorne Holiday House,20547636,Julie,,Surf Coast,-38.53238,143.97628,Entire home/apt,850.0,7,19,2022-10-30,0.15,3,251,0,
4008282,Golden Beach Retreat Loft,20783972,Jodie,,Surf Coast,-38.3151,144.34022,Entire home/apt,345.0,1,414,2024-12-01,3.32,1,159,28,
4008850,'COOL' escape@aphrasia St close to CBD Geelong,3570625,Kim,,Greater Geelong,-38.15075,144.34503,Entire home/apt,217.0,5,86,2024-06-27,0.71,4,76,5,
4061257,Seafarers Getaway Top Lodge #2,12300572,Warrick,,Colac Otway,-38.72785,143.69605,Entire home/apt,640.0,1,155,2023-12-05,1.25,8,23,0,
4099615,Blue Bollard pet friendly holidays,21264137,Joanne,,Colac Otway,-38.75143,143.66352,Entire home/apt,346.0,1,212,2024-11-29,1.74,2,142,39,
4100337,Brae Pool House - for all seasons,21268559,Ro,,Surf Coast,-38.32538,144.25972,Entire home/apt,243.0,2,269,2024-12-07,3.24,1,123,23,
4112216,Great Ocean Road Cape Otway,17019721,Geoffrey,,Colac Otway,-38.8312,143.51373,Entire home/apt,189.0,2,228,2024-11-16,1.84,2,159,24,
4122102,A River Bed - Studio apartment,21384989,Wendy,,Surf Coast,-38.46305,144.09879,Entire home/apt,253.0,2,311,2024-11-12,2.53,2,324,25,
4138172,"Hylander - Five Bedroom home,  sleeps 14.",21469123,Anita,,Surf Coast,-38.40313,144.17597,Entire home/apt,650.0,2,114,2024-12-26,0.93,1,311,15,
4145530,The Esplanade Beach House,2488583,Cathy,,Greater Geelong,-38.12017,144.68678,Entire home/apt,438.0,2,9,2024-12-26,0.08,1,172,1,
4192531,"Beachfront, Central Cottage with Stunning Views",21751514,Tanya,,Corangamite,-38.62017,142.99448,Entire home/apt,301.0,1,572,2024-10-18,4.59,1,153,13,
4246704,"Proserpine Cottage — Farm Stay B&B, Photography.",22037923,Julie & Simon,,Greater Geelong,-38.19079,144.27382,Entire home/apt,250.0,2,139,2023-03-05,1.26,1,241,0,
4272062,Beach Views Lorne,15553766,Stephen,,Surf Coast,-38.52332,143.98401,Entire home/apt,271.0,1,289,2024-12-08,2.37,1,319,36,
4273754,Altair Yeah Yeah: huge hot tub 400m from the beach,21832773,Guy,,Greater Geelong,-38.26692,144.54356,Entire home/apt,700.0,2,169,2024-12-12,1.39,1,331,19,
4304988,Ocean Acres Guest Villa,22347233,Sandra,,Surf Coast,-38.312333,144.284949,Entire home/apt,188.0,1,178,2024-12-25,1.44,3,225,29,
4313652,ANNETZ B&B,22393341,Annette,,Surf Coast,-38.3526,144.29215,Private room,180.0,1,263,2024-12-27,2.16,1,339,28,
4442298,Bay Beach Hut ~ Opposite the Beach ~ 50m Cafes,23012645,Lisa,,Colac Otway,-38.75426,143.66791,Entire home/apt,405.0,2,891,2024-12-10,7.43,37,279,77,
4477536,Lorne World Self Contained Studio's,23232674,Melissa,,Surf Coast,-38.54367,143.97491,Entire home/apt,229.0,2,13,2024-02-16,0.11,5,45,2,
4477943,Warrnambool Heritage Cottage,23234296,Mary Lou,,Warrnambool,-38.39184,142.4678,Entire home/apt,260.0,1,265,2024-12-09,2.17,1,305,43,
4497016,Sensational  Extensive Ocean Views,23325958,Helen,,Glenelg,-38.36941,141.40132,Entire home/apt,250.0,2,48,2024-11-03,0.4,1,311,2,
4520695,California Beach Sea View Studio,23232674,Melissa,,Surf Coast,-38.54314,143.97503,Private room,291.0,1,126,2024-10-25,1.03,5,55,16,
4520736,Hamptons @ Lorne,23232674,Melissa,,Surf Coast,-38.54366,143.97519,Entire home/apt,176.0,2,114,2024-11-12,0.93,5,36,11,
4520838,Lorne Malibu 'Surf Studio',23232674,Melissa,,Surf Coast,-38.54254,143.97488,Entire home/apt,171.0,2,103,2024-12-09,0.86,5,37,11,
4541253,Timbarra treetops,23549449,Julie,,Queenscliffe,-38.2808,144.61421,Entire home/apt,600.0,5,66,2023-01-04,0.54,1,339,0,
4559165,"Sandcastles Beach House - Town centre, 2 bathrooms",159514759,Kim,,Moyne,-38.60594,142.87524,Entire home/apt,261.0,2,608,2024-12-15,4.94,1,151,11,
4606296,Geelong's Best Location-Studio Apartment with wifi,3578710,Steven,,Greater Geelong,-38.1391,144.35231,Entire home/apt,145.0,2,216,2024-12-07,1.78,2,352,23,
4639886,Perfectly Located to Everything,24022357,Janine,,Greater Geelong,-38.16013,144.39074,Private room,80.0,7,15,2021-01-24,0.12,1,237,0,
4646177,"Charming Cottage   ""The Snug""",22823383,Serena,,Greater Geelong,-38.21574,144.50894,Entire home/apt,220.0,2,338,2024-11-23,2.76,1,91,20,
4652689,Ozone Humble House,1511087,Kim,,Greater Geelong,-38.2796,144.49196,Entire home/apt,271.0,5,15,2024-01-28,0.12,2,30,3,
4654359,"Best Position in Town+Beachfront,Seaview&2Beaches",2136236,Gary,,Surf Coast,-38.33837,144.32425,Entire home/apt,424.0,2,138,2024-12-14,1.13,1,307,7,
4680460,Anchors Port Campbell,22098735,Tanya,,Corangamite,-38.60297,143.00174,Entire home/apt,590.0,2,54,2024-11-27,0.46,4,254,1,
4696351,"Tower Hill House, Close to Port Fairy, Beautiful !",24279632,Richard,,Moyne,-38.32685,142.36954,Entire home/apt,310.0,2,43,2024-10-01,0.35,1,124,2,
4752219,Self contained guest house  separate and private.,12347566,Jodie,,Greater Geelong,-38.25442,144.38816,Entire home/apt,154.0,1,739,2024-12-13,6.1,2,23,76,
4752732,Great Ocean Road Hinterland Villa,5709920,Lisa,,Colac Otway,-38.5724,143.36162,Entire home/apt,400.0,2,17,2019-12-28,0.14,3,300,0,
4831708,Point of View Villa 1 of 5 - Luxury for Couples,12273039,Mikhala,,Colac Otway,-38.742081,143.649414,Entire home/apt,827.0,2,167,2024-12-19,1.38,5,245,35,
4833660,Queenscliff Beach Retreat,24882667,Jennifer,,Queenscliffe,-38.26508,144.66576,Entire home/apt,390.0,2,99,2024-11-17,0.82,1,320,7,
