id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
37468872,"""BirchHaven"" - Relax in historic Birregurra",8937204,Cris,,Colac Otway,-38.33881759643555,143.7876434326172,Entire home/apt,209.0,2,146,2024-12-20,2.82,1,326,34,
37501599,Everlasting Holiday 11,51748440,Surf Coast Holiday Rentals,,Surf Coast,-38.32287,144.31646,Entire home/apt,812.0,2,5,2024-11-17,0.14,125,347,1,
37503993,Great Ocean Retreat 36,51748440,Surf Coast Holiday Rentals,,Surf Coast,-38.338581,144.30899,Entire home/apt,456.0,2,0,,,125,180,0,
37507402,Beach View 80metres to Beach,283071425,Trish,,Colac Otway,-38.72517,143.70917,Entire home/apt,423.0,1,87,2024-12-25,1.38,1,27,22,
37548596,"Forrest Guesthouse, Forrest Suite, King Bed or twin singles",270935536,Michelle,,Colac Otway,-38.51692,143.71345,Entire home/apt,220.0,1,36,2024-11-20,0.6,4,58,7,
37549006,"Forrest Guesthouse, Barwon Suite, King bed or twin singles, plus sofa bed/trundle",270935536,Michelle,,Colac Otway,-38.51795,143.7154,Entire home/apt,250.0,1,53,2024-10-31,0.83,4,48,7,
37549227,"Forrest Guesthouse, Otway Suite, King bed or twin singles, plus sofa bed/trundle",270935536,Michelle,,Colac Otway,-38.51661,143.71526,Entire home/apt,250.0,1,42,2024-12-21,0.65,4,57,13,
37632539,Beach Terrace 4,68601670,Langleys Accommodation,,Moyne,-38.3788,142.24219,Entire home/apt,320.0,2,12,2024-05-01,0.19,117,14,2,
37723744,Merrijig Haven 78,51748440,Surf Coast Holiday Rentals,,Surf Coast,-38.30804,144.32621,Entire home/apt,706.0,2,31,2024-02-03,0.61,125,326,1,
37725513,Links Idyllic Break 47,51748440,Surf Coast Holiday Rentals,,Surf Coast,-38.306,144.34964,Entire home/apt,675.0,2,17,2024-01-06,0.28,125,338,1,
37753194,Noble Villa,84586909,Great Ocean Road Holidays,,Surf Coast,-38.41176,144.17564,Entire home/apt,323.0,2,18,2024-11-17,0.36,539,265,2,
37810452,LUXURY LIVING ONLY 200M FROM BEACH & TOWN CENTRE!!,269931203,Jacquie,,Greater Geelong,-38.27077,144.52461,Entire home/apt,885.0,2,68,2024-12-01,1.06,2,269,16,
37844313,Sea Mist Studio Apartment  - Elm Lodge,62090677,Kate,,Warrnambool,-38.39913,142.5149,Entire home/apt,180.0,1,70,2024-11-23,1.12,6,96,18,
37887394,BIG4 Apollo Bay 3BR Ocean View Beach House,98282819,Tony,,Colac Otway,-38.73938,143.6776,Entire home/apt,1212.0,1,4,2023-05-07,0.06,8,7,0,
37919297,The Dog House Cottage,71211876,C,,Moyne,-38.381,142.23949,Entire home/apt,253.0,2,190,2024-10-07,2.96,1,7,17,
37951491,Cockatoo View,287724742,Werner,,Greater Geelong,-38.14864,144.32473,Entire home/apt,160.0,2,365,2024-12-21,5.64,1,144,73,
37972445,★★★★★ The Otway Nest - luxury couple's retreat.,53105784,Laurence,,Colac Otway,-38.65623,143.70969,Entire home/apt,353.0,1,87,2024-12-01,1.43,2,348,14,
38000338,Willow Wood,2377195,Charles,,Surf Coast,-38.5508,143.9579,Entire home/apt,403.0,2,173,2024-12-11,2.68,6,52,41,
38032191,The little Beach Retreat,436105044,Airready,,Surf Coast,-38.41315,144.1827,Entire home/apt,517.0,2,149,2024-12-12,2.32,57,184,15,
38115723,Central 2 Bedroom Townhouse on the Beach,121131547,Toby,,Colac Otway,-38.75258,143.66869,Entire home/apt,740.0,2,173,2024-12-10,3.84,2,134,59,
38137810,Jan Juc Beach Home,173429646,Sally - Airready,,Surf Coast,-38.34063,144.30203,Entire home/apt,648.0,2,38,2024-09-28,0.64,44,339,7,
38157215,Bluewater Lake views and old Ocean Grove serenity,93424451,Janelle,,Greater Geelong,-38.25987,144.51283,Entire home/apt,199.0,2,28,2020-07-07,0.44,1,141,0,
38161435,Lake Surprise Cottage,210612653,Susanna,,Moyne,-38.03892,141.9817,Entire home/apt,180.0,1,83,2023-10-28,1.36,1,118,0,
38193219,Wye View,129562,Sharee,,Colac Otway,-38.63861,143.88923,Entire home/apt,3658.0,2,19,2024-02-03,0.3,44,23,1,
38216733,Beautifully renovated heritage building by the sea,85229543,Pixie,,Queenscliffe,-38.27038,144.65803,Entire home/apt,281.0,2,357,2024-12-20,5.56,1,133,94,
38298098,Phoenix on Wye,129562,Sharee,,Colac Otway,-38.63115,143.89479,Entire home/apt,2032.0,2,20,2024-05-18,0.33,44,357,5,
38314747,Apollo Retreat Apartment💙NETFLIX & Free WiFi,291320322,Mary,,Colac Otway,-38.75148,143.66262,Entire home/apt,970.0,1,308,2024-12-12,4.8,10,77,60,
38339955,"The Bay Bach! 500m to main beach, cafes and park",16881061,Trisha,,Colac Otway,-38.75779,143.66602,Entire home/apt,891.0,2,172,2024-12-27,2.69,1,342,47,
38370946,Halcyon By The Sea,129211960,Kate,,Moyne,-38.60132,142.86309,Entire home/apt,309.0,1,168,2024-12-18,2.71,5,176,31,
38392190,Bushlark,84586909,Great Ocean Road Holidays,,Surf Coast,-38.41111,144.17012,Entire home/apt,291.0,2,14,2024-09-15,0.22,539,288,1,
38412809,Little White Beach House,292068385,Helen,,Warrnambool,-38.39336,142.5008,Entire home/apt,523.0,3,53,2024-11-21,0.83,1,164,5,
38441694,Empire Beach House Bird Rock Jan Juc,292778627,Trish,,Surf Coast,-38.34865,144.29961,Entire home/apt,439.0,2,249,2024-12-26,3.88,1,52,43,
38445597,"Petite Studio,totally separate and private!",291320322,Mary,,Colac Otway,-38.75179,143.66317,Private room,316.0,1,137,2024-12-12,2.14,10,28,17,
38493408,Arcadia Port Campbell,243045561,Kayleen,,Corangamite,-38.62067,142.998657,Entire home/apt,629.0,1,159,2024-08-10,2.48,1,50,33,
38496994,Matlock House | Coastal Luxury in Jan Juc,114528565,Glenn,,Surf Coast,-38.34449,144.29412,Entire home/apt,1200.0,2,21,2023-12-29,0.33,1,359,1,
38522788,Roadknight Delight,84586909,Great Ocean Road Holidays,,Surf Coast,-38.42513,144.17339,Entire home/apt,386.0,2,5,2023-09-19,0.08,539,266,0,
38557851,Eastern Beach Unit 1,68601670,Langleys Accommodation,,Moyne,-38.37672,142.24381,Entire home/apt,219.0,2,1,2022-09-11,0.04,117,246,0,
38557871,Eastern Beach Unit 2,68601670,Langleys Accommodation,,Moyne,-38.37682,142.24223,Entire home/apt,219.0,2,13,2023-10-04,0.23,117,260,0,
38557883,Eastern Beach Unit 3,68601670,Langleys Accommodation,,Moyne,-38.37634,142.24379,Entire home/apt,219.0,2,14,2024-04-14,0.23,117,265,1,
38557897,Eastern Beach Unit 4,68601670,Langleys Accommodation,,Moyne,-38.37671,142.24367,Entire home/apt,219.0,2,9,2024-11-04,0.19,117,257,2,
38557906,Eastern Beach Unit 5,68601670,Langleys Accommodation,,Moyne,-38.37637,142.24229,Entire home/apt,219.0,2,7,2024-03-16,0.12,117,270,2,
38557926,Eastern Beach Unit 6,68601670,Langleys Accommodation,,Moyne,-38.37654,142.24158,Entire home/apt,219.0,2,6,2023-12-20,0.11,117,272,0,
38628130,Clifftop Accomodation -Room 2,171553290,Andrew,,Glenelg,-38.33305,141.60774,Private room,199.0,1,38,2024-12-02,0.6,3,264,5,
38629736,"Surf View Beach House, Port Campbell",17278594,Jen,,Corangamite,-38.62105,142.99726,Entire home/apt,750.0,2,114,2024-12-16,1.85,1,90,28,
38674669,Short walk to Beach & Shops,295498620,Jeanette,,Greater Geelong,-38.27611,144.48767,Entire home/apt,406.0,2,46,2024-03-11,0.72,1,305,3,
38716080,Salty Cottage - Blissful coastal retreat,125901423,Trish,,Colac Otway,-38.75513,143.66567,Entire home/apt,450.0,2,259,2024-12-18,5.01,2,120,67,
38784466,One bedroom +One living room. Totally Separate！,291320322,Mary,,Colac Otway,-38.75264,143.66243,Private room,410.0,1,142,2024-12-12,2.23,10,41,50,
38786560,Ocean View,296643488,Ken,,Surf Coast,-38.53196,143.96802,Entire home/apt,999.0,5,26,2023-12-30,0.41,1,263,1,
38806661,"Barn  with Bath house, Salt lamp snug &  gallery",9000700,Leigh,,Greater Geelong,-38.17476,144.35017,Entire home/apt,354.0,1,544,2024-12-26,8.5,4,231,97,
38822949,Bellarine Holiday/Dog friendly stays from 2 nights,297202235,Angelika,,Greater Geelong,-38.18797,144.46894,Entire home/apt,149.0,2,48,2024-12-16,0.76,1,132,11,
38856658,Wheatsheaf Hotel  -m,297527497,Deepak,,Corangamite,-38.24019,142.91601,Private room,89.0,1,8,2022-05-13,0.13,8,175,0,
38880052,Fully Furnished Self-Contained Garden Apartment,84578847,Andrew,,Warrnambool,-38.38632,142.51206,Entire home/apt,130.0,1,1,2024-04-18,0.12,6,0,1,
38935403,Roxburgh House Studio Apartment,112750484,Bruach,,Southern Grampians,-37.74379,142.02322,Private room,177.0,1,10,2024-10-24,0.16,2,363,2,
38965414,"Lakes, Craters & Great Ocean Road 2 bedrooms",258112026,Mick & Loreto,,Corangamite,-38.34757,143.17633,Private room,200.0,1,21,2024-03-29,0.34,2,153,5,
38967018,Country Comfort -Winslow,285123212,Giselle,,Moyne,-38.21944,142.45691,Entire home/apt,225.0,2,39,2024-10-04,0.64,1,103,2,
38984102,peaceful green retreat close to shops and beach,15703747,Sonia,,Surf Coast,-38.31761,144.32058,Entire home/apt,450.0,7,3,2022-01-30,0.08,1,86,0,
38991772,Historic 1870s Old Market Inn - Norfolk Suite,138271,Kelly,,Moyne,-38.38132,142.23221,Entire home/apt,493.0,1,76,2023-05-20,1.2,3,306,0,
39004389,BIG4 Apollo Bay 2BR Ocean View Beach House 6 berth,98282819,Tony,,Colac Otway,-38.7413,143.67539,Entire home/apt,1015.0,1,4,2022-10-28,0.08,8,4,0,
39005116,Wheatsheaf Hotel Room 2 - single bed,297527497,Deepak,,Corangamite,-38.23952,142.91677,Private room,70.0,1,8,2024-02-22,0.13,8,179,1,
39005206,BIG4 Apollo Bay 2BR Ocean View Beach House 5 berth,98282819,Tony,,Colac Otway,-38.74097,143.67432,Entire home/apt,980.0,1,1,2020-01-02,0.02,8,4,0,
39007799,Classic Beach House in central Torquay!,68965574,Andrew & Sarah,,Surf Coast,-38.32047,144.32479,Entire home/apt,380.0,2,3,2020-06-29,0.05,1,241,0,
39009399,Branch and Flower house,216787372,Xuran,,Greater Geelong,-38.16964,144.29868,Private room,113.0,1,12,2022-04-24,0.25,1,89,0,
39016665,Montrose Crossing- TownCentre + Large House & Yard,184550505,Sarah,,Colac Otway,-38.75641,143.66857,Entire home/apt,786.0,2,40,2021-07-09,0.66,1,9,0,
39029561,Wheatsheaf Hotel Room 5 - sleep 2 adults + 1 kid,297527497,Deepak,,Corangamite,-38.24003,142.91621,Private room,113.0,1,21,2024-02-10,0.34,8,176,2,
39032640,Wheatsheaf Hotel Room 7 - single,297527497,Deepak,,Corangamite,-38.24095,142.91503,Private room,80.0,1,16,2024-02-07,0.26,8,179,2,
39032773,Wheatsheaf Hotel - Room 8 Queen bed,297527497,Deepak,,Corangamite,-38.24134,142.91541,Private room,80.0,1,9,2024-12-04,0.15,8,177,1,
39043504,"Quiet house on Edgar, large front and back yard.",1348455,Tracey,,Glenelg,-38.3639,141.60308,Entire home/apt,271.0,3,23,2023-06-18,0.51,2,82,0,
39059442,Fully Furnished Double Room with Ensuite,84578847,Andrew,,Warrnambool,-38.38761,142.51273,Private room,99.0,1,5,2024-06-13,0.26,6,0,1,
39059625,Fully Furnished Family Room for Rent,84578847,Andrew,,Warrnambool,-38.38736,142.51123,Private room,129.0,1,7,2023-12-29,0.33,6,0,1,
39059998,Coastal Setting Japanese themed Bamboo room,113930917,Matthew,,Greater Geelong,-38.2831,144.4012,Entire home/apt,417.0,1,134,2024-11-23,2.14,14,117,13,
39062660,Family home near Adventure Park and Geelong CBD,3162545,Issa,,Greater Geelong,-38.16367,144.39583,Entire home/apt,165.0,2,172,2024-11-03,2.82,1,4,11,
39084320,Wheatsheaf Hotel - Room 4 - Queen bed,297527497,Deepak,,Corangamite,-38.24175,142.91462,Private room,90.0,1,18,2024-01-04,0.29,8,178,2,
39091363,SEA SALT - Spacious & light. Just became avail NYE,40579857,Kate,,Colac Otway,-38.75417,143.66415,Entire home/apt,621.0,2,14,2024-11-06,0.36,1,234,4,
39091656,Perfect family beach getaway for adults and kids,175211563,Gareth,,Greater Geelong,-38.27203,144.6133,Entire home/apt,350.0,2,69,2024-12-18,1.11,1,36,9,
39139949,Alyeska Loft - Apollo Bay studio loft apartment,298250821,Mark,,Colac Otway,-38.75095,143.60861,Entire home/apt,183.0,1,82,2024-12-15,1.31,2,226,27,
39150400,3BR/3BT in CBD near Deakin Uni and beach,491288588,Pauline,,Greater Geelong,-38.14187,144.35698,Entire home/apt,541.0,1,366,2024-12-14,5.97,1,156,57,
39176180,Relax at Torquay Dunes: Shops and Beaches Nearby,51678707,Ocean Edge Holiday Rentals: Rebecca,,Surf Coast,-38.30648,144.33783,Entire home/apt,523.0,2,52,2024-05-20,0.83,137,245,3,
39203594,Lorne Beach Break Apartment,300830624,Heath & Kate,,Surf Coast,-38.54872,143.98625,Entire home/apt,545.0,2,63,2024-11-23,1.0,1,6,6,
39205533,Luxury Grove,29902659,Debbie Regional Escapes,,Greater Geelong,-38.2701,144.52127,Entire home/apt,724.0,2,5,2024-03-11,0.11,117,157,1,
39206417,Sunrise Close,29902659,Debbie Regional Escapes,,Greater Geelong,-38.26631,144.53874,Entire home/apt,855.0,2,6,2024-03-07,0.1,117,160,1,
39254634,Bayview Luxe Geelong. Views! Waterfront CBD,138305748,Julie,,Greater Geelong,-38.14216,144.35665,Entire home/apt,299.0,2,349,2024-12-28,6.98,2,189,68,
39258586,Relaxed beach stay on Taits,54663971,Julia,,Greater Geelong,-38.26774,144.49055,Entire home/apt,450.0,2,20,2024-04-01,0.33,1,24,3,
39261408,Ocean view studio,21264137,Joanne,,Colac Otway,-38.75044,143.6635,Entire home/apt,266.0,2,63,2024-12-27,1.0,2,60,11,
39264539,Ocean Grove Tranquil Beach Getaway.,175199262,Caron,,Greater Geelong,-38.26226,144.55447,Entire home/apt,307.0,1,161,2024-12-26,2.64,2,132,32,
39282888,Osprey 9,98096620,Damian Allan,,Queenscliffe,-38.26608,144.66219,Entire home/apt,266.0,2,3,2024-04-03,0.09,102,169,1,
39301854,Tranquil stay amongst the trees of Aireys Gully,22067150,Katherine,,Surf Coast,-38.4555,144.11282,Entire home/apt,1067.0,2,69,2024-11-05,1.1,1,337,8,
39320377,Carr Street Beach House,27192016,Getaway Rentals,,Greater Geelong,-38.27293,144.4956,Entire home/apt,654.0,2,6,2022-04-18,0.13,33,334,0,
39340529,Truly an affordable relaxing holiday to be had,302171816,Marc,,Surf Coast,-38.33394,144.31812,Entire home/apt,335.0,4,8,2024-01-07,0.13,1,334,1,
39350602,Barwon Heads Seaside Escape,22702468,Nikki,,Greater Geelong,-38.28269,144.49342,Entire home/apt,490.0,2,68,2024-12-08,2.53,1,135,19,
39398214,Pet friendly family home!,145600914,Shereen,,Greater Geelong,-38.26093,144.5349,Entire home/apt,700.0,5,7,2024-01-07,0.12,1,16,2,
39422798,Old Lonsdale Just Steps to the Beach,116156789,Bronwyn,,Queenscliffe,-38.28578,144.60541,Entire home/apt,570.0,2,30,2024-05-05,0.49,1,345,3,
39425643,"Whitehaven - Pet friendly, 3 Double Rooms",2794086,Lily,,Greater Geelong,-38.26305,144.60845,Entire home/apt,800.0,7,15,2023-01-21,0.31,1,23,0,
39448789,Angela's Beach Stays - Queen Ocean Room,303002647,Joshua,,Colac Otway,-38.74336,143.67061,Private room,340.0,1,25,2024-11-23,0.41,3,353,9,
39448941,Angela's Beach Stays - Open Plan Family Room,303002647,Joshua,,Colac Otway,-38.74324,143.67234,Private room,521.0,1,18,2024-10-04,0.3,3,354,5,
39449020,At the Close - Private Studio & Garden,47616383,Georgie,,Greater Geelong,-38.26708,144.488,Entire home/apt,250.0,3,9,2024-03-09,0.14,1,273,1,
39449255,Angela's Beach Stays - Family Suite,303002647,Joshua,,Colac Otway,-38.74292,143.67068,Private room,557.0,1,14,2024-08-13,0.23,3,356,4,
39471006,Apartment 28 Pacific Apartments,84586909,Great Ocean Road Holidays,,Surf Coast,-38.54712,143.98471,Entire home/apt,275.0,2,7,2023-10-01,0.12,539,176,0,
39487010,Lakes Craters & Great Ocean Road  1 bedroom,258112026,Mick & Loreto,,Corangamite,-38.3466,143.17664,Private room,103.0,1,17,2024-06-10,0.27,2,153,3,
39488932,"Available 4 Xmas, multiple families, loads space!",65418102,Carolyn,,Surf Coast,-38.33193,144.31089,Entire home/apt,693.0,4,8,2022-01-07,0.13,1,4,0,
39511873,Harvey Haven I 150m Walk to Beach,98362024,Ji,,Surf Coast,-38.41431,144.18414,Entire home/apt,354.0,2,4,2022-09-17,0.08,113,149,0,
39536473,Historic Central Cottage,303771258,Jess,,Warrnambool,-38.37598,142.47841,Entire home/apt,331.0,2,187,2024-12-07,2.99,1,312,55,
39540752,"Barwon Stays - walk to beach, river, shops & golf",33386921,Kim,,Greater Geelong,-38.28201,144.48849,Entire home/apt,475.0,5,7,2022-01-13,0.12,1,14,0,
39562191,Coast Drive Beach and Golf 31,51748440,Surf Coast Holiday Rentals,,Surf Coast,-38.30889,144.345,Entire home/apt,554.0,2,2,2023-10-01,0.03,125,330,0,
39565996,Forrest Otway Cottage,62317362,Marty,,Colac Otway,-38.5165,143.71756,Entire home/apt,600.0,2,11,2024-11-03,0.2,1,352,4,
39568072,"River 2C, Scenic views & close to facilities",304025802,Raymond,,Glenelg,-38.04815,141.00851,Entire home/apt,200.0,2,110,2024-12-22,1.8,1,325,16,
39569722,Desa Retreat - Tiny House,30666875,Emma,,Surf Coast,-38.3539381,144.2925249,Entire home/apt,437.0,2,17,2024-03-31,0.36,3,346,3,
39589973,Bayside by the Beach #1,304202663,Lynne,,Warrnambool,-38.39719,142.47454,Entire home/apt,310.0,2,410,2024-12-11,6.53,1,145,152,
39623673,"Classic Beach House short walk to beach, pub, cafe",7768828,Ange,,Greater Geelong,-38.26858,144.54526,Entire home/apt,338.0,2,136,2024-12-08,2.22,1,334,21,
39636958,Great Geelong Newtown!  On the barwon river side,304397686,Chen(Aaron),,Greater Geelong,-38.15829,144.32523,Entire home/apt,247.0,1,187,2024-12-07,2.98,1,136,46,
39653195,Seal Apartments - Two Bedrooms,159878976,Peter,,Colac Otway,-38.77876,143.6623,Entire home/apt,734.0,1,6,2023-12-28,0.1,13,3,0,
39698200,Aireys Inlet Beach home,5628667,Philippa,,Surf Coast,-38.4599,144.1071,Entire home/apt,856.0,2,20,2024-11-30,0.86,1,351,10,
39707023,PARKLAND RETREAT.  Privacy with a holiday feel.,305189012,Adrian,,Surf Coast,-38.34789,144.29494,Entire home/apt,280.0,3,49,2024-04-05,0.8,1,84,5,
39756679,Deluxe 4 Bedroom Holiday home,159878976,Peter,,Colac Otway,-38.77844,143.66234,Entire home/apt,1171.0,1,26,2024-04-01,0.43,13,6,8,
39758198,"*PinePlace* BFast, Wi-Fi, Nflx, Walk2Pizza Liquor,",128302933,Chris,,Greater Geelong,-38.09163,144.34729,Entire home/apt,195.0,1,126,2024-12-08,2.02,6,55,15,
39783662,Port Campbell B&B,304612934,Amanda,,Corangamite,-38.61951,142.99629,Entire home/apt,200.0,1,444,2024-12-22,7.12,1,39,107,
39821382,A beach house amongst the trees.,60549990,Stuart,,Colac Otway,-38.65994,143.85952,Entire home/apt,354.0,30,84,2024-10-03,1.37,1,84,3,
39848901,The Nest -Great Ocean Road Adventure,17985720,Jillian,,Surf Coast,-38.32131,144.31716,Private room,136.0,1,179,2024-12-22,2.87,4,167,32,
39855302,Pine Haven Motel,214044623,Pine Heaven,,Glenelg,-38.04707,141.00777,Private room,120.0,1,22,2024-11-16,0.36,1,178,3,
39855453,Torquay By The Sea,305649153,Rossy,,Surf Coast,-38.31045,144.33727,Entire home/apt,986.0,3,53,2024-12-26,0.87,1,346,9,
39900890,Curragundi,98096620,Damian Allan,,Queenscliffe,-38.28949,144.60742,Entire home/apt,382.0,2,21,2024-11-10,0.34,102,142,2,
39929885,Rosella at Ocean Acres Retreat,53123379,Martyn,,Surf Coast,-38.51507,143.97675,Entire home/apt,264.0,2,13,2024-12-25,0.21,2,76,3,
39932163,Little Chloe's (only metres from the beach),129323140,Kelly,,Queenscliffe,-38.27063,144.65135,Entire home/apt,233.0,1,292,2024-12-02,5.87,1,42,65,
39954714,Beach House Lorne,98384524,Smyth Real Estate,,Surf Coast,-38.54803,143.98617,Entire home/apt,425.0,2,21,2023-04-11,0.34,29,340,0,
39968616,Monrepos,129945846,Queenscliff And Coastal,,Greater Geelong,-38.26737,144.61637,Entire home/apt,520.0,2,7,2024-11-23,0.12,55,320,2,
39974978,Sea La Vie,308199311,Louise,,Greater Geelong,-38.26268,144.54543,Entire home/apt,650.0,3,20,2024-01-05,0.33,1,159,2,
39975232,Grapefruit Cottage - self contained,67184082,Elizabeth,,Southern Grampians,-37.70762,142.18418,Entire home/apt,111.0,1,309,2024-11-30,4.94,1,20,45,
40040619,Charming miners Cottage in the Hip City of Geelong,308828569,Anne,,Greater Geelong,-38.1547,144.36133,Entire home/apt,165.0,2,71,2024-12-07,1.21,1,323,27,
40066606,Stunning Main Beach Location - Anglesea,59660279,Karen,,Surf Coast,-38.41254,144.18807,Entire home/apt,443.0,2,68,2024-12-07,1.1,1,234,7,
40091728,Lonsdale on Glaneuse,129945846,Queenscliff And Coastal,,Queenscliffe,-38.28436,144.61033,Entire home/apt,681.0,2,5,2022-02-06,0.1,55,228,0,
40094660,Rose Cottage,225459189,Bellarine Getaways (Vic) Pty Ltd,,Greater Geelong,-38.26384,144.52668,Entire home/apt,335.0,2,23,2024-04-01,0.38,11,317,3,
40094802,Osprey 2,98096620,Damian Allan,,Queenscliffe,-38.26609,144.66214,Entire home/apt,250.0,2,52,2024-04-06,0.87,102,154,6,
40096273,Contemporary Design Townhouse in Quiet Street,35438850,Kaylene,,Greater Geelong,-38.15439,144.37627,Entire home/apt,371.0,4,99,2024-12-07,1.62,1,76,8,
40097999,GEELONG@Smythe Room 5@34,56623885,Mary,,Greater Geelong,-38.14253,144.35925,Private room,45.0,7,20,2024-11-30,0.33,2,15,2,
40146447,Sea Salt -  The  perfect summer beach house!,11535527,Jennifer,,Surf Coast,-38.31836,144.3311,Entire home/apt,559.0,2,125,2024-07-08,2.03,1,28,11,
40161577,Sea Echo,310075340,Ann & Bryan,,Surf Coast,-38.46495,144.09903,Entire home/apt,585.0,4,14,2024-01-11,0.23,1,48,1,
40162017,A Stone's Throw From The River - Anglesea,153857097,Chris,,Surf Coast,-38.39887,144.18864,Entire home/apt,1000.0,2,131,2024-11-03,2.13,1,271,17,
40234511,Coastal Heaven,266248259,Richard,,Surf Coast,-38.46421,144.09901,Entire home/apt,750.0,4,15,2024-12-22,0.25,1,10,2,
40244268,The Cottage - Where the Ocean meets the Trees,43144291,Olivia,,Corangamite,-38.61028,143.00226,Entire home/apt,666.0,3,8,2022-01-06,0.13,2,7,0,
40263028,Beach front getaway,310995481,James,,Greater Geelong,-38.12751,144.69877,Entire home/apt,850.0,7,9,2021-04-05,0.15,1,178,0,
40265650,Beachside Living with Sea Views at The Pines,91435876,Stay Exclusive,,Greater Geelong,-38.2665,144.52136,Entire home/apt,940.0,2,41,2024-02-18,0.67,16,334,6,
40297815,Seacroft Room 12 King Bed Ocean View,10814850,Sam,,Colac Otway,-38.69321,143.80451,Private room,331.0,1,67,2024-12-10,1.08,27,63,14,
40298995,Way2Go. Location perfect . No gov tax or clean fee,1145000,Ron,,Surf Coast,-38.333866200408025,144.32459000498056,Entire home/apt,267.0,2,2,2024-11-09,0.66,1,11,2,
40353090,Barwon Getaway,1336847,Holly,,Greater Geelong,-38.27047,144.49564,Entire home/apt,700.0,3,12,2024-03-31,0.2,3,255,3,
40378701,Ocean View Treetops Retreat,84586909,Great Ocean Road Holidays,,Colac Otway,-38.72399,143.71493,Entire home/apt,201.0,2,41,2024-05-19,0.81,539,271,2,
40378725,Treetops Terrace 10 @ C-Air,84586909,Great Ocean Road Holidays,,Colac Otway,-38.72416,143.71423,Entire home/apt,281.0,2,44,2024-11-15,0.72,539,229,3,
40378728,Apollo Bay People N Paws,84586909,Great Ocean Road Holidays,,Colac Otway,-38.74618,143.66762,Entire home/apt,241.0,2,5,2024-06-09,0.21,539,251,2,
40378816,Low - Central Location & Close To The Beach,84586909,Great Ocean Road Holidays,,Colac Otway,-38.74911,143.66367,Entire home/apt,171.0,2,20,2024-04-07,0.36,539,276,2,
40409862,Peace of Paradise Rural Retreat,139347924,Corinna,,Colac Otway,-38.77038,143.64617,Entire home/apt,321.0,2,340,2024-12-21,5.56,1,102,90,
40410447,Lara Short Stays.  Executive Homestead Hideaway,211808422,Julie,,Greater Geelong,-38.00849,144.40875,Entire home/apt,215.0,1,127,2024-04-22,2.07,3,342,4,
40427843,Self-contained suite in Torquay.,312459619,Adam,,Surf Coast,-38.30836,144.32963,Private room,127.0,1,507,2024-12-13,8.2,1,58,84,
40433019,River House 2 - Lorne Holiday Stays,32797761,Lorne Holiday,,Surf Coast,-38.533432,143.970947,Entire home/apt,598.0,2,103,2024-12-27,1.69,21,0,23,
40473519,Il Mare (The Ocean),84586909,Great Ocean Road Holidays,,Colac Otway,-38.72473,143.70645,Entire home/apt,657.0,2,1,2021-04-14,0.02,539,251,0,
40494504,Sea Breeze - a little touch of paradise,91374972,Bernadette,,Colac Otway,-38.75178,143.66615,Entire home/apt,330.0,2,141,2024-12-20,2.3,1,64,20,
40497004,One Wallace - Central and 400m from the racecourse,61015516,Nathan,,Warrnambool,-38.37371,142.49795,Entire home/apt,410.0,2,101,2024-12-23,1.66,1,12,33,
40514443,Bella Casa,129945846,Queenscliff And Coastal,,Queenscliffe,-38.26611,144.66109,Entire home/apt,462.0,2,4,2024-11-25,0.09,55,307,1,
40517624,"Craypot Cottage - Port Campbell, Victoria",158373639,Jayde,,Corangamite,-38.6214,142.99739,Entire home/apt,720.0,1,74,2024-12-09,1.2,17,343,18,
40539030,Thelassa,98096620,Damian Allan,,Queenscliffe,-38.27157,144.65322,Entire home/apt,345.0,2,39,2024-05-19,0.7,102,19,6,
40562903,Timboon  Family Retreat: Peaceful Oasis in Town,93034758,Leanne,,Corangamite,-38.47798,142.96651,Entire home/apt,340.0,1,74,2024-12-25,1.36,3,155,30,
40563509,Inveray Beach House 11,51748440,Surf Coast Holiday Rentals,,Surf Coast,-38.34086,144.29974,Entire home/apt,579.0,2,4,2021-01-09,0.07,125,260,0,
40566215,29 on Pitcher,313644419,Barbara,,Corangamite,-38.62071,142.99772,Entire home/apt,177.0,1,440,2024-12-23,7.36,1,31,123,
40567145,Portarlington Getaway Beach Views&Family Friendly,282281252,Tammy,,Greater Geelong,-38.12034,144.63899,Entire home/apt,270.0,2,75,2024-01-28,1.23,1,347,3,
40567348,Scotshaven,68601670,Langleys Accommodation,,Moyne,-38.38995,142.22217,Entire home/apt,271.0,2,11,2024-09-27,0.2,117,271,1,
40592946,The Shed @ Mepunga Country Stay,57688641,Wendy,,Moyne,-38.42551,142.6482,Entire home/apt,130.0,1,57,2024-03-11,0.93,2,354,3,
40602872,River Views,212573803,Cameron,,Greater Geelong,-38.25427,144.50786,Entire home/apt,440.0,3,12,2023-01-26,0.2,1,137,0,
40617226,Private & peaceful resort style apartment,39878041,Melissa,,Surf Coast,-38.30997,144.34809,Entire home/apt,650.0,5,8,2024-01-01,0.13,1,26,1,
40621943,The Terrace Beach Shack,5311332,Karen,,Greater Geelong,-38.26604,144.51878,Entire home/apt,375.0,5,40,2024-03-31,0.66,1,353,3,
